date,startup,vertical,city,investors,round,amount_crore_rs,month,day,year
2016-04-15,MindYourFleet,Consumer Internet,Noida,Undisclosed Investors,Seed Funding,0.0,4,15,2016
2016-04-15,NestAway,Consumer Internet,Bengaluru,Tiger Global,Private Equity,247.5,4,15,2016
2016-04-15,TapChief,Consumer Internet,Bengaluru,Vijay Shekhar Sharma,Seed Funding,1.2375,4,15,2016
2016-04-18,Rapido,Consumer Internet,Bengaluru,"Pawan Munjal, AdvantEdge Partners, Astarc Ventures",Private Equity,0.0,4,18,2016
2016-04-18,Yufta,E-commerce,Bengaluru,Ajay Data & other HNIs,Seed Funding,0.0,4,18,2016
2016-04-18,Smytten,E-commerce,Gurugram,Rajan Anandan,Seed Funding,0.0,4,18,2016
2016-04-18,Houssup,Consumer Internet,Jaipur,"Mitin Patel, Gaurav Agarwal",Seed Funding,0.0,4,18,2016
2016-04-18,Jugnoo,Consumer Internet,Chandigarh,Paytm & existing investors,Private Equity,82.5,4,18,2016
2016-04-18,Tork Motocycles,Automotive,Pune,"Bhavish Aggarwal, Ankit Bhati",Seed Funding,0.0,4,18,2016
2016-04-19,Betaout,E-commerce,Noida,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,12.375,4,19,2016
2016-04-19,DriversCart,Consumer Internet,Chennai,ah! Ventures,Seed Funding,3.7125,4,19,2016
2016-04-19,Lenskart,E-commerce,New Delhi,Ratan Tata,Private Equity,0.0,4,19,2016
2016-04-19,CollegeDekho,Consumer Internet,New Delhi,Man Capital,Private Equity,16.5,4,19,2016
2016-04-19,Oyo,Consumer Internet,Bengaluru,RN Agarwal,Seed Funding,0.0,4,19,2016
2016-04-19,Oliveboard,Consumer Internet,Bengaluru,India Educational Investment Fund,Private Equity,0.0,4,19,2016
2016-04-19,Simplilearn,Consumer Internet,Bengaluru,Brand Capital,Private Equity,0.0,4,19,2016
2016-04-20,1mg,E-commerce,Gurugram,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,123.75,4,20,2016
2016-04-20,Fashalot,Consumer Internet,New Delhi,"YourNest Angel Fund, Rajul Garg",Seed Funding,0.0,4,20,2016
2016-04-20,Broomberg,Consumer Internet,New Delhi,Undisclosed Angel investors & HNIs,Seed Funding,0.0,4,20,2016
2016-04-21,mPaani,Consumer Internet,Mumbai,"Blume Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners",Seed Funding,0.0,4,21,2016
2016-04-21,Yufta,E-commerce,Jaipur,Ajay Data & undisclosed HNIs,Seed Funding,0.0,4,21,2016
2016-04-21,mishTag,Consumer Internet,New Delhi,"M&Y Partners, SVG Media, Anthil Ventures & others",Seed Funding,0.0,4,21,2016
2016-04-21,Advanced Structures India,Automotive,Bengaluru,GirnarSoft,Private Equity,0.0,4,21,2016
2016-04-22,Licious,E-commerce,Bengaluru,Mayfield India II Management Ltd,Private Equity,24.75,4,22,2016
2016-04-22,Knolskae,Consumer Internet,Bengaluru,"Inventus Capital Partners, HR Fund",Private Equity,0.0,4,22,2016
2016-04-22,Druva,Tech,Pune,"NTT Finance, Telephone Corporation",Private Equity,0.0,4,22,2016
2016-04-22,TOKO Innovation Studios,Consumer Internet,New Delhi,Indian Angel network,Seed Funding,3.7125,4,22,2016
2016-04-25,Commut,Consumer Internet,Hyderabad,50K Ventures,Seed Funding,1.65,4,25,2016
2016-04-25,InTouchApp,Consumer Internet,Pune,Blume Ventures,Seed Funding,0.0,4,25,2016
2016-04-25,DropKaffe,Food & Beverage,Bengaluru,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding,4.5375,4,25,2016
2016-04-26,Transerv,Consumer Internet,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private Equity,123.75,4,26,2016
2016-04-26,ClearTax,Consumer Internet,Bengaluru,"Max Levchin, Scott Banister",Private Equity,10.725,4,26,2016
2016-04-26,Roposo,E-commerce,Gurugram,Bertelsmann India Investments,Private Equity,123.75,4,26,2016
2016-04-27,MilkBasket,Consumer Internet,Gurugram,EVC Ventures,Seed Funding,4.125,4,27,2016
2016-04-27,CareonGO,Consumer Internet,unknown,"Farooq Oomerbhoy, Anupam Mittal, Anand Mittal, Ravi Garikipati, Vibhu Garg, Singapore Angel Network, Konglo Ventures",Seed Funding,0.0,4,27,2016
2016-04-27,RailYatri,Consumer Internet,Noida,"Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures",Private Equity,0.0,4,27,2016
2016-04-27,ICHR,Consumer Internet,New Delhi,Undisclosed,Seed Funding,3.7125,4,27,2016
2016-04-27,Murgency,Consumer Internet,Mumbai,Axilor Ventures,Private Equity,0.0,4,27,2016
2016-04-28,The Wedding Brigade,Consumer Internet,Mumbai,Blume Ventures & Other unnamed Investors,Seed Funding,4.95,4,28,2016
2016-04-28,DocsApp,Consumer Internet,Bengaluru,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private Equity,9.9,4,28,2016
2016-04-29,Impact Guru,Consumer Internet,Mumbai,"RB Investments, Fundnel",Seed Funding,4.125,4,29,2016
2016-04-29,LetReach,E-commerce,New Delhi,vCommission,Private Equity,0.825,4,29,2016
2016-03-01,DriveU,Consumer Internet,Bengaluru,Unitus Seed Fund,Seed Funding,0.0,3,1,2016
2016-03-01,Gympik,Consumer Internet,Bengaluru,RoundGlass Partners,Private Equity,0.0,3,1,2016
2016-03-01,TestBook,Consumer Internet,Mumbai,S Chand & Co,Private Equity,0.0,3,1,2016
2016-03-01,IQlect,Tech,Bengaluru,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",Private Equity,0.0,3,1,2016
2016-03-02,MoMark,Consumer Internet,Noida,YourNest Angel Fund,Private Equity,4.95,3,2,2016
2016-03-02,Skedool,Consumer Internet,Seattle / Bangalore,"Kludein LLC\\nPhanindra Sama, Narayan Ramachandran, Pranav Pai",Seed Funding,0.0,3,2,2016
2016-03-02,Systemantics,Tech,Bengaluru,"Nandan Nilekani, Accel Partners",Private Equity,11.55,3,2,2016
2016-03-03,Vertuals,Tech,Mumbai,Dino Morea,Seed Funding,0.0,3,3,2016
2016-03-03,Imarticus Learning,Education,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,8.25,3,3,2016
2016-03-03,Shouut,Consumer Internet,New Delhi,Undisclosed investor,Seed Funding,4.125,3,3,2016
2016-03-04,TinyStep,Consumer Internet,Bengaluru,Matt Glickman,Private Equity,0.0,3,4,2016
2016-03-04,Aahaa,ECommerce,Chennai,"YourNest Angel Fund,",Private Equity,8.25,3,4,2016
2016-03-04,Arcatron,Tech,Pune,"Sudhir Mehta, Anoop Hingorani",Seed Funding,0.0,3,4,2016
2016-03-04,FTCash,Consumer Internet,Kolkata,IvyCap Ventures,Seed Funding,1.2375,3,4,2016
2016-03-04,Civilsdaily,Consumer Internet,New Delhi,Manoj Kumar & Other undisclosed investors,Seed Funding,0.0,3,4,2016
2016-03-04,Zappka,Consumer Internet,Gurugram,"Daman Soni, Rajat Gupta & Others",Seed Funding,0.825,3,4,2016
2016-03-04,Tarusa World,ECommerce,Mumbai,Mohit Gulati,Seed Funding,0.0,3,4,2016
2016-03-04,medECUBE,Healthcare,Gurugram,Artiman Ventures,Private Equity,33.0,3,4,2016
2016-03-07,N.O.W,Consumer Internet,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding,4.125,3,7,2016
2016-03-07,Ninjacart,ECommerce,Bengaluru,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Private Equity,24.75,3,7,2016
2016-03-07,Reach,Consumer Internet,Bengaluru,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding,4.125,3,7,2016
2016-03-07,Vanity Cube,Consumer Internet,New Delhi,Unicorn Ventures,Seed Funding,2.0625,3,7,2016
2016-03-07,Wooplr,ECommerce,Bengaluru,"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",Seed Funding,0.0,3,7,2016
2016-03-07,Medidaili,Consumer Internet,Bengaluru,Undisclosed private investors,Seed Funding,0.825,3,7,2016
2016-03-08,Finomena,Tech,New Delhi,Matrix Partners India,Private Equity,0.0,3,8,2016
2016-03-08,Cookaroo,Consumer Internet,Bengaluru,Vijay Krishna Yadav,Seed Funding,0.0,3,8,2016
2016-03-08,vPhrase,Tech,Mumbai,"Apoorv Ranjan Sharma, Daud Ali and others",Seed Funding,0.0,3,8,2016
2016-03-08,LoveCycles,Consumer Internet,Bengaluru,Prime Venture Partners,Seed Funding,6.1875,3,8,2016
2016-03-08,Kartrocket,ECommerce,New Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,66.0,3,8,2016
2016-03-08,Dunzo,Consumer Internet,Bengaluru,"Aspada Investment Advisors, Blume Ventures.",Seed Funding,5.3625,3,8,2016
2016-03-09,Indiamart,ECommerce,Noida,Amadeus Capital,Private Equity,0.0,3,9,2016
2016-03-09,SmartVizX,Tech,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,4.125,3,9,2016
2016-03-09,MyGubbi,Real Estate,Bengaluru,"Vipul Parekh, ajesh K Murthy,",Seed Funding,20.625,3,9,2016
2016-03-09,Nukkad Shops,Consumer Internet,Hyderabad,PurpleTalk Inc,Seed Funding,8.25,3,9,2016
2016-03-09,Cloudacar,Consumer Internet,Pune,"Amit Choudhary, Anuj Puri",Seed Funding,0.0,3,9,2016
2016-03-09,JustRide,Consumer Internet,Mumbai,Dheeraj Jain & Other angel investors,Seed Funding,3.3,3,9,2016
2016-03-09,Yana,Consumer Internet,Gurugram,"Puneet Gupta,",Seed Funding,0.0,3,9,2016
2016-03-10,Big Fish Ventures,Food & Beverage,New Delhi,Undisclosed investors,Private Equity,91.575,3,10,2016
2016-03-10,Stylflip,ECommerce,Mumbai,"Raj Gala Shah, Zaheer Memon",Seed Funding,0.0,3,10,2016
2016-03-10,Icertis,Tech,Pune/Seattle,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,123.75,3,10,2016
2016-03-10,Supplified,ECommerce,New Delhi,Mohit Goel,Seed Funding,8.25,3,10,2016
2016-03-11,Jolly Food Fellow,Tech,Ahmedabad,Janak Parikh,Seed Funding,0.0,3,11,2016
2016-03-14,PinkBlue,ECommerce,Bengaluru,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding,1.844766,3,14,2016
2016-03-14,TruckingCube,Logistics,New Delhi,Agarwal Movers Group,Private Equity,122.925,3,14,2016
2016-03-14,eSwasthya,Consumer Internet,Ahmedabad,Hemang Sahani,Seed Funding,0.0,3,14,2016
2016-03-15,FlipClass,Consumer Internet,Bengaluru,"S Chand and Co Pvt Ltd, Blume Ventures",Private Equity,8.25,3,15,2016
2016-03-15,Proximit,Tech,Pune,Funding through 1Crowd platform,Seed Funding,1.2375,3,15,2016
2016-03-15,WithMe,Consumer Internet,Gurugram,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding,2.0625,3,15,2016
2016-03-16,Gapoon,Consumer Internet,Bengaluru,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Funding,1.485,3,16,2016
2016-03-16,Avagmah,Consumer Internet,Bengaluru,"Kris Gopalakrishnan, Atul Nishar",Seed Funding,0.0,3,16,2016
2016-03-16,WorkIndia,Consumer Internet,Mumbai,Beenext,Seed Funding,0.0,3,16,2016
2016-03-16,Wealthy,Consumer Internet,Bengaluru,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Funding,2.0625,3,16,2016
2016-03-17,Pramati,Healthcare,Noida,Undisclosed investors,Seed Funding,1.65,3,17,2016
2016-03-17,Qlivery,Consumer Internet,Gurugram,Swastika Company Ltd,Seed Funding,1.8975,3,17,2016
2016-03-17,HealthEnablr,Consumer Internet,Mumbai,Undisclosed investors,Seed Funding,6.6,3,17,2016
2016-03-17,Liftiee,Consumer Internet,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Funding,0.891,3,17,2016
2016-03-18,Hello Curry,Food & Beverage,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,12.375,3,18,2016
2016-03-19,GoSporto,Consumer Internet,New Delhi,Naveen Gupta,Seed Funding,0.2475,3,19,2016
2016-03-21,OneClickWash,Consumer Internet,Gurugram,Unitus Seed Fund,Seed Funding,0.0,3,21,2016
2016-03-21,Girnar Software,Consumer Internet,Jaipur,Google Capital,Private Equity,0.0,3,21,2016
2016-03-21,Room On Call,Consumer Internet,Gurugram,CASHurDRIVE Marketing Pvt Ltd,Private Equity,16.5,3,21,2016
2016-03-22,BYJU’S,Consumer Internet,Bengaluru,"Sequoia India, Sofina",Private Equity,618.75,3,22,2016
2016-03-22,BigBasket,E-commerce,Bengaluru,Abraaj Group,Private Equity,1237.5,3,22,2016
2016-03-22,DrivoJoy,Consumer Internet,Bengaluru,"Indian Angel Network, Tracxn Labs & Others",Seed Funding,4.95,3,22,2016
2016-03-22,Smartron,Tech,Bengaluru,Sachin Tendulkar,Private Equity,0.0,3,22,2016
2016-03-22,LifCare,Consumer Internet,Jaipur,"Rajul Garg, Alok Mittal, Kunal Shah, Rishi Mandawat, Dheeraj Jain, Sandeep Tandon, Dexter Angel Circle",Seed Funding,0.0,3,22,2016
2016-03-22,CreditSeva,Consumer Internet,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",Seed Funding,2.97,3,22,2016
2016-03-22,CityShor,Consumer Internet,Ahmedabad,GAIN,Seed Funding,0.0,3,22,2016
2016-03-23,Endless Robotics,Tech,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Funding,0.825,3,23,2016
2016-03-23,SP Robotics,Tech,Chennai,"Indian Angel Network,",Seed Funding,2.475,3,23,2016
2016-03-23,Stalk Buy Love,E-commerce,New Delhi,"500 Startups, Littlerock, Singularity Ventures",Seed Funding,0.0,3,23,2016
2016-03-23,eKincare,Consumer Internet,Hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private Equity,2.7225,3,23,2016
2016-03-23,HashLearn,Consumer Internet,unknown,"Bhavish Aggarwal, Binny Bansal,\\xc2\\xa0 Rajan Anandan, Mekin Maheshwar, Sunil Kalra, Anupam Mittal, Krishna Mehra, Singapore Angel Network",Seed Funding,0.0,3,23,2016
2016-03-23,WheelStreet,Consumer Internet,Bengaluru,Broadbean Capital services,Private Equity,4.125,3,23,2016
2016-03-24,Horntell,Consumer Internet,Gurugram,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding,1.2375,3,24,2016
2016-03-28,Schoolkart,E-commerce,Noida,Undisclosed investors,Seed Funding,2.475,3,28,2016
2016-03-29,HealthEminds,Consumer Internet,Bengaluru,Robin Utthappa,Seed Funding,0.0,3,29,2016
2016-03-29,Babygogo,Consumer Internet,New Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed Funding,2.475,3,29,2016
2016-03-29,Veritas Finance,Finance,Chennai,Sarva Capital,Private Equity,38.775,3,29,2016
2016-03-29,QikShip,Consumer Internet,New Delhi,undisclosed investors,Seed Funding,1.65,3,29,2016
2016-03-29,FixNix,Consumer Internet,Chennai,Jay Vijayan,Seed Funding,4.125,3,29,2016
2016-03-30,True Balance,Tech,Gurugram,SoftBank Ventures Korea,Private Equity,0.0,3,30,2016
2016-03-30,TouchKin,Healthcare,Bengaluru,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed Funding,3.3,3,30,2016
2016-03-31,SwitchMe,Consumer Internet,Mumbai,"Mohandas Pai, Hiro Mashita, Singapore Angel Network, 500 Startups, Rajan Anandan, Ajay Sarupria",Seed Funding,0.0,3,31,2016
2016-03-31,Transcell,Healthcare,Hyderabad,Indian Angel Network,Seed Funding,0.0,3,31,2016
2016-02-01,Blue Tokai Coffee,ECommerce,New Delhi,Snow Leopard Technology Ventures,Seed Funding,0.0,2,1,2016
2016-02-02,Altizone,Tech,Pune,"Wipro Ventures,\\xc2\\xa0 Lumis Partners",Private Equity,33.0,2,2,2016
2016-02-02,Oust App,Consumer Internet,Bengaluru,"T V Mohandas Pai,\\xc2\\xa0 Aarin Capital",Seed Funding,0.0,2,2,2016
2016-02-02,Strike,Consumer Internet,Bengaluru,Multiple investors through Ten Minute Million competition,Seed Funding,0.185625,2,2,2016
2016-02-02,MaaxMarket,Consumer Internet,unknown,Multiple investors through Ten Minute Million competition,Seed Funding,0.185625,2,2,2016
2016-02-02,Gamooz,Tech,Gurugram,Multiple investors through Ten Minute Million competition,Seed Funding,0.185625,2,2,2016
2016-02-02,SoundSurround,Tech,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding,0.185625,2,2,2016
2016-02-03,Mazkara,Consumer Internet,Pune / Dubai,Dunamis Ventures Pte Ltd.,Seed Funding,8.25,2,3,2016
2016-02-03,RoadGods,ECommerce,New Delhi,Green House Ventures (GHV),Seed Funding,0.825,2,3,2016
2016-02-03,Pindropmusic,Consumer Internet,Noida,Green House Ventures (GHV),Seed Funding,0.825,2,3,2016
2016-02-03,Woodpie,Consumer Internet,Bengaluru,Ingram Content Group,Seed Funding,0.2475,2,3,2016
2016-02-04,Perfumery,ECommerce,New Delhi,Oranda Global & Others,Seed Funding,0.2475,2,4,2016
2016-02-05,Magic Crate,Education,Bengaluru,"TV Mohandas Pai, Aarin Capital",Seed Funding,0.0,2,5,2016
2016-02-05,ZenDrive,Tech,Bangalore / SFO,"Sherpa Capital, Nyca Partners and Thomvest Ventures",Private Equity,111.375,2,5,2016
2016-02-05,Smartcooky,ECommerce,New Delhi,"Vandana Luthra,",Private Equity,0.0,2,5,2016
2016-02-05,Turtlemint,Consumer Internet,Mumbai,Nexus Venture Partners,Private Equity,0.0,2,5,2016
2016-02-05,BHIVE,Real Estate,Bengaluru,"Raghunandan G, Venturesity, Arihant Patni",Seed Funding,0.0,2,5,2016
2016-02-05,Gingercrush,E-commerce,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,8.25,2,5,2016
2016-02-05,American Vision,Consumer Internet,Pune,Undisclosed investors,Seed Funding,0.66825,2,5,2016
2016-02-05,DawaiLelo,Consumer Internet,Varanasi,Undisclosed investors,Seed Funding,0.429,2,5,2016
2016-02-06,Heads Up For Tails,E-commerce,New Delhi,Undisclosed investors,Seed Funding,8.25,2,6,2016
2016-02-06,LiveNutriFit,Healthcare,New Delhi,"Mohit Goel, Vinod Jain & Others",Seed Funding,0.0,2,6,2016
2016-02-08,Moglix,E-commerce,New Delhi,Ratan Tata,Private Equity,0.0,2,8,2016
2016-02-08,iStyleYou,Consumer Internet,Gurugram,Green House Ventures (GHV),Seed Funding,0.825,2,8,2016
2016-02-08,AdUrCup,Consumer Internet,New Delhi,Green House Ventures (GHV),Seed Funding,0.825,2,8,2016
2016-02-08,Weddingz,Consumer Internet,Mumbai,Sixth Sense Ventures,Private Equity,0.0,2,8,2016
2016-02-08,Urban Dhobi,Consumer Internet,Jaipur,"Vinod Bansal, Sanjeev Singhal",Seed Funding,0.0,2,8,2016
2016-02-08,Gray Routes,Consumer Internet,Mumbai,"Mahesh Parasuraman, Rahul Gautam & Others",Seed Funding,0.0,2,8,2016
2016-02-08,Xpressbees,ECommerce,Pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",Private Equity,103.125,2,8,2016
2016-02-08,Invictus Oncology,Healthcare,New Delhi,Ratan Tata,Private Equity,0.0,2,8,2016
2016-02-08,Hansel.io,Tech,Bengaluru,"Endiya Partners, Mekin Maheshwari, Rajesh Sawhney",Seed Funding,0.0,2,8,2016
2016-02-09,Inc42,Consumer Internet,New Delhi,"India Ventures, Aarin Capital & Others",Seed Funding,0.0,2,9,2016
2016-02-09,GOQii,Tech,Mumbai,Edelweiss Financial Services,Private Equity,0.0,2,9,2016
2016-02-10,Capzest,Consumer Internet,Mumbai,Lion Ventures,Seed Funding,1.65,2,10,2016
2016-02-10,Glam Studios,Consumer Internet,Noida,Aqeel Ahmed,Seed Funding,0.0,2,10,2016
2016-02-10,Affimity,Consumer Internet,Bengaluru,undisclosed investors,Seed Funding,9.9,2,10,2016
2016-02-10,Anandakanda,Tech,Pune,undisclosed investors,Seed Funding,1.2375,2,10,2016
2016-02-10,JoulestoWatts,Tech,Bengaluru,Manipal Global Education Services,Seed Funding,0.0,2,10,2016
2016-02-10,ShopKirana,Consumer Internet,Indore,"Atul Jain, Anil Gelra, Jaikumar Nair",Seed Funding,0.0,2,10,2016
2016-02-10,Stylofie,Consumer Internet,Gurugram,Jaideep Mehta,Seed Funding,0.0,2,10,2016
2016-02-10,OyBob,E-commerce,Gurugram,Sachin Dalal,Seed Funding,0.0,2,10,2016
2016-02-12,ActOnMagic,Tech,Bengaluru,Jayabalan Subramanian,Seed Funding,1.03125,2,12,2016
2016-02-12,Bonhomia,Food & Beverage,New Delhi,"Alok Rawat, Grey Orange Robotics",Seed Funding,8.25,2,12,2016
2016-02-12,iGrenEnergi,Tech,Mumbai,Sunil Mehta,Seed Funding,8.25,2,12,2016
2016-02-12,RKSV,Consumer Internet,Mumbai,Kalaari Capital,Private Equity,33.0,2,12,2016
2016-02-15,Aasaanjobs,Consumer Internet,Mumbai,"Aspada Advisors, IDG Ventures,\\xc2\\xa0 Inventus Capital",Private Equity,41.25,2,15,2016
2016-02-15,Snapdeal,E-commerce,New Delhi,Ontario Teachers' Pension Plan & Others,Private Equity,1650.0,2,15,2016
2016-02-15,Jugnoo,Consumer Internet,Chandigarh,Saumya Tandon,Private Equity,0.0,2,15,2016
2016-02-15,SnapBizz,Tech,Bengaluru,Ratan Tata,Private Equity,0.0,2,15,2016
2016-02-15,GoYaNo,Consumer Internet,Gurugram,Mukesh Kumar Gupta,Seed Funding,0.4125,2,15,2016
2016-02-15,RentSher,Consumer Internet,Bengaluru,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",Seed Funding,2.475,2,15,2016
2016-02-15,Buddy,Finance,Bengaluru,"Blume Ventures,\\xc2\\xa0 Tracxn Labs",Seed Funding,4.125,2,15,2016
2016-02-15,Legistify,Consumer Internet,New Delhi,Ranjit Singh,Seed Funding,0.0,2,15,2016
2016-02-16,TableHero,Consumer Internet,Bengaluru,"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",Seed Funding,8.25,2,16,2016
2016-02-16,BetterPlace,Tech,Bengaluru,Unitus Seed Fund,Seed Funding,8.0025,2,16,2016
2016-02-16,SaleBhai,E-commerce,Ahmedabad,"Virendra Shekhawat, Deepak Chokhani, Yogesh Patel & Others",Seed Funding,0.0,2,16,2016
2016-02-16,iCustomMadeIt,E-commerce,Pune,"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",Private Equity,33.0,2,16,2016
2016-02-16,Tring,Consumer Internet,Pune,Vishwadeep Bajaj & Others,Seed Funding,0.0,2,16,2016
2016-02-16,Medinfi,Consumer Internet,Bengaluru,"Rajnish Sinha, Prijit Debnath, Kanchan Ghoshal",Seed Funding,0.0,2,16,2016
2016-02-17,TimeSaverz,Consumer Internet,Mumbai,Lead Angels,Seed Funding,0.0,2,17,2016
2016-02-17,GameZop,Tech,New Delhi,"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",Seed Funding,2.8875,2,17,2016
2016-02-17,Notary Mama,Consumer Internet,Bengaluru,"Dr Nandish Domlur, Amit Sandill",Seed Funding,0.0,2,17,2016
2016-02-17,The Viral Fever,Consumer Internet,Mumbai,Tiger Global,Private Equity,82.5,2,17,2016
2016-02-17,Avanti Learning,Education,New Delhi,Michael & Susan Dell Foundation,Private Equity,41.25,2,17,2016
2016-02-17,Bollant Industries,Tech,Hyderabad,Ratan Tata,Private Equity,0.0,2,17,2016
2016-02-18,GetVee,Consumer Internet,New Delhi,"Lightspeed Venture Partners, K Ganesh",Private Equity,0.0,2,18,2016
2016-02-18,HealthKumbh,Consumer Internet,Ahmedabad,Undisclosed investor,Seed Funding,0.60225,2,18,2016
2016-02-18,Unlaze,Consumer Internet,Gurugram,"Sujal Shah, Dino Morea",Seed Funding,0.0,2,18,2016
2016-02-18,Tracxn,Tech,Bengaluru,"Nandan Nilekani, Mohandas Pai, Neeraj Arora, Anand Rajaraman, Girish Mathrubootham, Aneesh Reddy & Teruhide Sato",Private Equity,0.0,2,18,2016
